ID,Reporting_Year,NPRI_ID,Facility_Name,Company_Name,Province,CAS_Number,Substance_Name,Group,Category,Quantity,Units
171,2002,11,BORDEN CHEMICAL - EDMONTON,"BORDEN CHEMICAL CANADA, INC.",Alberta,67-56-1,Methanol,Releases to Air,Fugitive,0.226,tonnes
172,2002,11,BORDEN CHEMICAL - EDMONTON,"BORDEN CHEMICAL CANADA, INC.",Alberta,NA - 16,Ammonia (total),Total All Media<1t,All Media,0.424,tonnes
173,2002,11,BORDEN CHEMICAL - EDMONTON,"BORDEN CHEMICAL CANADA, INC.",Alberta,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Stack / Point,4.812,tonnes
174,2002,11,BORDEN CHEMICAL - EDMONTON,"BORDEN CHEMICAL CANADA, INC.",Alberta,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Stack / Point,2.062,tonnes
175,2002,11,BORDEN CHEMICAL - EDMONTON,"BORDEN CHEMICAL CANADA, INC.",Alberta,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Stack / Point,78.836,tonnes
176,2002,11,BORDEN CHEMICAL - EDMONTON,"BORDEN CHEMICAL CANADA, INC.",Alberta,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Storage / Handling,11.802,tonnes
177,2002,11,BORDEN CHEMICAL - EDMONTON,"BORDEN CHEMICAL CANADA, INC.",Alberta,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Fugitive,0.357,tonnes
178,2002,13,BORDEN CHEMICAL - VANCOUVER,BORDEN CHEMICAL CANADA  INC.,British-Columbia,108-95-2,Phenol (and its salts),Total All Media<1t,All Media,0.028,tonnes
179,2002,13,BORDEN CHEMICAL - VANCOUVER,BORDEN CHEMICAL CANADA  INC.,British-Columbia,50-00-0,Formaldehyde,Total All Media<1t,All Media,0.35,tonnes
180,2002,13,BORDEN CHEMICAL - VANCOUVER,BORDEN CHEMICAL CANADA  INC.,British-Columbia,67-56-1,Methanol,Total All Media<1t,All Media,0.67,tonnes
181,2002,13,BORDEN CHEMICAL - VANCOUVER,BORDEN CHEMICAL CANADA  INC.,British-Columbia,80-05-7,"p,p'-Isopropylidenediphenol",Total All Media<1t,All Media,0.004,tonnes
182,2002,13,BORDEN CHEMICAL - VANCOUVER,BORDEN CHEMICAL CANADA  INC.,British-Columbia,NA - 16,Ammonia (total),Total All Media<1t,All Media,0.005,tonnes
183,2002,18,USINE SAGUENAY,ALCAN INC.,QC,7647-01-0,Hydrochloric acid,Releases to Air,Stack / Point,1.818,tonnes
184,2002,18,USINE SAGUENAY,ALCAN INC.,QC,NA - M08,PM - Total Particulate Matter,Releases to Air,Stack / Point,28.91,tonnes
185,2002,18,USINE SAGUENAY,ALCAN INC.,QC,NA - M09,PM10 - Particulate Matter <= 10 Microns,Total All Media<1t,All Media,0.87,tonnes
186,2002,18,USINE SAGUENAY,ALCAN INC.,QC,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Total All Media<1t,All Media,0.58,tonnes
187,2002,21,BOLTON PLANT,BOLTON STEEL TUBE COMPANY LIMITED,ONTARIO,7647-01-0,Hydrochloric acid,Releases to Air,Fugitive,44.672,tonnes
188,2002,21,BOLTON PLANT,BOLTON STEEL TUBE COMPANY LIMITED,ONTARIO,NA - 08,Lead (and its compounds),Total All Media<1t,All Media,0.075,kg
189,2002,21,BOLTON PLANT,BOLTON STEEL TUBE COMPANY LIMITED,ONTARIO,NA - 14,Zinc (and its compounds),Total All Media<1t,All Media,0.844,tonnes
190,2002,21,BOLTON PLANT,BOLTON STEEL TUBE COMPANY LIMITED,ONTARIO,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Stack / Point,0.055,tonnes
191,2002,21,BOLTON PLANT,BOLTON STEEL TUBE COMPANY LIMITED,ONTARIO,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Fugitive,2.49,tonnes
192,2002,21,BOLTON PLANT,BOLTON STEEL TUBE COMPANY LIMITED,ONTARIO,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Road dust,0.224,tonnes
193,2002,21,BOLTON PLANT,BOLTON STEEL TUBE COMPANY LIMITED,ONTARIO,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Stack / Point,0.055,tonnes
194,2002,21,BOLTON PLANT,BOLTON STEEL TUBE COMPANY LIMITED,ONTARIO,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Fugitive,2.49,tonnes
195,2002,21,BOLTON PLANT,BOLTON STEEL TUBE COMPANY LIMITED,ONTARIO,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Road dust,0.054,tonnes
196,2002,22,ARNPRIOR SITE,BASF CANADA,ONTARIO,7664-93-9,Sulphuric acid,Total All Media<1t,All Media,0,tonnes
197,2002,28,CORNWALL SITE,BASF CANADA,YT,101-68-8,Methylenebis(phenylisocyanate),Total All Media<1t,All Media,0,tonnes
198,2002,28,CORNWALL SITE,BASF CANADA,YT,117-81-7,Bis(2-ethylhexyl) phthalate,Total All Media<1t,All Media,0,tonnes
199,2002,28,CORNWALL SITE,BASF CANADA,YT,85-44-9,Phthalic anhydride,Total All Media<1t,All Media,0.02,tonnes
200,2002,28,CORNWALL SITE,BASF CANADA,YT,9016-87-9,Polymeric diphenylmethane diisocyanate,Total All Media<1t,All Media,0,tonnes
201,2002,31,WINDSOR SITE,BASF CANADA,YT,100-41-4,Ethylbenzene,Total All Media<1t,All Media,0.21,tonnes
202,2002,31,WINDSOR SITE,BASF CANADA,YT,108-88-3,Toluene,Total All Media<1t,All Media,0.25,tonnes
203,2002,31,WINDSOR SITE,BASF CANADA,YT,111-76-2,2-Butoxyethanol,Releases to Air,Stack / Point,1.5,tonnes
204,2002,31,WINDSOR SITE,BASF CANADA,YT,1330-20-7,Xylene (mixed isomers),Total All Media<1t,All Media,0.9,tonnes
205,2002,31,WINDSOR SITE,BASF CANADA,YT,67-56-1,Methanol,Total All Media<1t,All Media,0.34,tonnes
206,2002,31,WINDSOR SITE,BASF CANADA,YT,67-63-0,Isopropyl alcohol,Total All Media<1t,All Media,0.73,tonnes
207,2002,31,WINDSOR SITE,BASF CANADA,YT,71-36-3,n-Butyl alcohol,Releases to Air,Stack / Point,5.2,tonnes
208,2002,31,WINDSOR SITE,BASF CANADA,YT,78-83-1,i-Butyl alcohol,Total All Media<1t,All Media,0.19,tonnes
209,2002,31,WINDSOR SITE,BASF CANADA,YT,78-93-3,Methyl ethyl ketone,Releases to Air,Stack / Point,38,tonnes
210,2002,31,WINDSOR SITE,BASF CANADA,YT,872-50-4,N-Methyl-2-pyrrolidone,Total All Media<1t,All Media,0.06,tonnes
211,2002,31,WINDSOR SITE,BASF CANADA,YT,91-20-3,Naphthalene,Total All Media<1t,All Media,0.046,tonnes
212,2002,31,WINDSOR SITE,BASF CANADA,ONTARIO,95-63-6,"1,2,4-Trimethylbenzene",Total All Media<1t,All Media,0.23,tonnes
213,2002,31,WINDSOR SITE,BASF CANADA,ONTARIO,98-82-8,Cumene,Total All Media<1t,All Media,0.07,tonnes
214,2002,31,WINDSOR SITE,BASF CANADA,ONTARIO,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Stack / Point,57.73,tonnes
215,2002,34,TORONTO SITE,BASF CANADA,ONTARIO,101-68-8,Methylenebis(phenylisocyanate),Total All Media<1t,All Media,0,tonnes
216,2002,34,TORONTO SITE,BASF CANADA,ONTARIO,1330-20-7,Xylene (mixed isomers),Total All Media<1t,All Media,0.849,tonnes
217,2002,34,TORONTO SITE,BASF CANADA,ONTARIO,1717-00-6,HCFC-141b,Releases to Air,Stack / Point,1.92,tonnes
218,2008,34,TORONTO SITE,BASF CANADA,ONTARIO,75-45-6,HCFC-22,Total All Media<1t,All Media,0.017,tonnes
219,2008,34,TORONTO SITE,BASF CANADA,ONTARIO,75-68-3,HCFC-142b,Total All Media<1t,All Media,0.045,tonnes
220,2008,34,TORONTO SITE,BASF CANADA,ONTARIO,872-50-4,N-Methyl-2-pyrrolidone,Total All Media<1t,All Media,0,tonnes
221,2008,34,TORONTO SITE,BASF CANADA,ONTARIO,9016-87-9,Polymeric diphenylmethane diisocyanate,Total All Media<1t,All Media,0,tonnes
222,2008,43,GEORGETOWN SITE,BASF CANADA,ONTARIO,NA - 06,Copper (and its compounds),Total All Media<1t,All Media,0.002,tonnes
223,2008,43,GEORGETOWN SITE,BASF CANADA,ONTARIO,NA - 09,Manganese (and its compounds),Total All Media<1t,All Media,0.004,tonnes
224,2008,43,GEORGETOWN SITE,BASF CANADA,ONTARIO,NA - 14,Zinc (and its compounds),Total All Media<1t,All Media,0.008,tonnes
225,2008,49,TISSUS PLASTIFIES,BECKWITH-BEMIS INC,QC,78-93-3,Methyl ethyl ketone,Releases to Air,Stack / Point,9,tonnes
226,2008,49,TISSUS PLASTIFIES,BECKWITH-BEMIS INC,QC,78-93-3,Methyl ethyl ketone,Releases to Air,Storage / Handling,1,tonnes
227,2008,49,TISSUS PLASTIFIES,BECKWITH-BEMIS INC,QC,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Stack / Point,9,tonnes
228,2008,49,TISSUS PLASTIFIES,BECKWITH-BEMIS INC,QC,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Storage / Handling,1,tonnes
229,2008,52,USINE DE TERREBONNE,BÉTONEL LTÉE,QC,107-21-1,Ethylene glycol,Total All Media<1t,All Media,0.92,tonnes
230,2008,52,USINE DE TERREBONNE,BÉTONEL LTÉE,QC,108-88-3,Toluene,Releases to Air,Fugitive,1.335,tonnes
231,2008,52,USINE DE TERREBONNE,BÉTONEL LTÉE,QC,1330-20-7,Xylene (mixed isomers),Releases to Air,Fugitive,2.415,tonnes
232,2008,52,USINE DE TERREBONNE,BÉTONEL LTÉE,QC,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Fugitive,21.069,tonnes
233,2008,54,BRUNSWICK MINE,NORANDA INC.,NB,11104-93-1,Nitrogen oxides (expressed as NO2),Releases to Air,Stack / Point,453.57,tonnes
234,2008,54,BRUNSWICK MINE,NORANDA INC.,NB,630-08-0,Carbon monoxide,Releases to Air,Stack / Point,30.91,tonnes
235,2008,54,BRUNSWICK MINE,NORANDA INC.,NB,9/5/7446,Sulphur dioxide,Releases to Air,Stack / Point,638.82,tonnes
236,2008,54,BRUNSWICK MINE,NORANDA INC.,NB,NA - 06,Copper (and its compounds),Total All Media<1t,All Media,0.847,tonnes
237,2008,54,BRUNSWICK MINE,NORANDA INC.,NB,NA - 08,Lead (and its compounds),Releases to Air,Stack / Point,10321.9,kg
238,2008,54,BRUNSWICK MINE,NORANDA INC.,NB,NA - 08,Lead (and its compounds),Releases to Air,Fugitive,3.82,kg
239,2008,54,BRUNSWICK MINE,NORANDA INC.,NB,NA - 08,Lead (and its compounds),Releases to Water,Direct Discharges,185.2,kg
240,2008,54,BRUNSWICK MINE,NORANDA INC.,New-Brunswick,NA - 10,Mercury (and its compounds),Total All Media<1t,All Media,0,kg
241,2008,54,BRUNSWICK MINE,NORANDA INC.,New-Brunswick,NA - 14,Zinc (and its compounds),Releases to Air,Stack / Point,19.91,tonnes
242,2008,54,BRUNSWICK MINE,NORANDA INC.,New-Brunswick,NA - 14,Zinc (and its compounds),Releases to Air,Fugitive,0.01,tonnes
243,2008,54,BRUNSWICK MINE,NORANDA INC.,New-Brunswick,NA - 14,Zinc (and its compounds),Releases to Water,Direct Discharges,3.059,tonnes
244,2008,54,BRUNSWICK MINE,NORANDA INC.,New-Brunswick,NA - M08,PM - Total Particulate Matter,Releases to Air,Stack / Point,58.28,tonnes
245,2008,64,PLANT NO. 1,B&W HEAT TREATING (1975) LIMITED,ONTARIO,67-56-1,Methanol,Total All Media<1t,All Media,0.083,tonnes
246,2008,64,PLANT NO. 1,B&W HEAT TREATING (1975) LIMITED,ONTARIO,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Total All Media<1t,All Media,0.427,tonnes
247,2002,70,BRAMALEA PLANT,TI AUTOMOTIVE - A DIVISION OF VARI FORM,ONTARIO,7647-01-0,Hydrochloric acid,Total All Media<1t,All Media,0.172,tonnes
248,2002,70,BRAMALEA PLANT,TI AUTOMOTIVE - A DIVISION OF VARI FORM,ONTARIO,7664-93-9,Sulphuric acid,Total All Media<1t,All Media,0,tonnes
249,2002,70,BRAMALEA PLANT,TI AUTOMOTIVE - A DIVISION OF VARI FORM,ONTARIO,NA - 14,Zinc (and its compounds),Total All Media<1t,All Media,0.158,tonnes
250,2002,70,BRAMALEA PLANT,TI AUTOMOTIVE - A DIVISION OF VARI FORM,ONTARIO,NA - 19,Hexavalent chromium (and its compounds),Total All Media<1t,All Media,0,kg
251,2002,70,BRAMALEA PLANT,TI AUTOMOTIVE - A DIVISION OF VARI FORM,ONTARIO,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Stack / Point,80,tonnes
252,2002,79,EDMONTON PLANT,GE BETZ,Alberta,91-20-3,Naphthalene,Total All Media<1t,All Media,0.01,tonnes
253,2002,79,EDMONTON PLANT,GE BETZ,Alberta,95-63-6,"1,2,4-Trimethylbenzene",Total All Media<1t,All Media,0.005,tonnes
254,2002,90,SCARBOROUGH LOCATION,SAMUEL STRAPPING SYSTEMS,ONTARIO,NA - 08,Lead (and its compounds),Releases to Air,Stack / Point,17.58,kg
255,2002,90,SCARBOROUGH LOCATION,SAMUEL STRAPPING SYSTEMS,ONTARIO,NA - 14,Zinc (and its compounds),Total All Media<1t,All Media,0.1,tonnes
256,2002,90,SCARBOROUGH LOCATION,SAMUEL STRAPPING SYSTEMS,ONTARIO,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Stack / Point,17.59,tonnes
257,2002,92,CCL CONTAINER - AEROSOL DIVISION PENETANGUISHENE,CCL INDUSTRIES INC,ONTARIO,111-76-2,2-Butoxyethanol,Releases to Air,Stack / Point,6.361,tonnes
258,2002,92,CCL CONTAINER - AEROSOL DIVISION PENETANGUISHENE,CCL INDUSTRIES INC,ONTARIO,1330-20-7,Xylene (mixed isomers),Releases to Air,Stack / Point,15.985,tonnes
259,2002,92,CCL CONTAINER - AEROSOL DIVISION PENETANGUISHENE,CCL INDUSTRIES INC,ONTARIO,872-50-4,N-Methyl-2-pyrrolidone,Releases to Air,Stack / Point,9.476,tonnes
260,2002,92,CCL CONTAINER - AEROSOL DIVISION PENETANGUISHENE,CCL INDUSTRIES INC,ONTARIO,NA - M09,PM10 - Particulate Matter <= 10 Microns,Total All Media<1t,All Media,0.677,tonnes
261,2002,92,CCL CONTAINER - AEROSOL DIVISION PENETANGUISHENE,CCL INDUSTRIES INC,ONTARIO,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Total All Media<1t,All Media,0.677,tonnes
262,2002,92,CCL CONTAINER - AEROSOL DIVISION PENETANGUISHENE,CCL INDUSTRIES INC,ONTARIO,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Stack / Point,143.899,tonnes
263,2002,96,FABRICATED PRODUCTS DIVISION,AFGD,ONTARIO,1330-20-7,Xylene (mixed isomers),Releases to Air,Stack / Point,44.49,tonnes
264,2002,96,FABRICATED PRODUCTS DIVISION,AFGD,ONTARIO,71-36-3,n-Butyl alcohol,Releases to Air,Stack / Point,4.31,tonnes
265,2002,96,FABRICATED PRODUCTS DIVISION,AFGD,ONTARIO,7664-93-9,Sulphuric acid,Total All Media<1t,All Media,0,tonnes
266,2002,96,FABRICATED PRODUCTS DIVISION,AFGD,ONTARIO,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Stack / Point,62.079,tonnes
267,2002,99,DIVISION LARONDE,LES MINES AGNICO_EAGLE,QC,NA - 06,Copper (and its compounds),Total All Media<1t,All Media,0.03,tonnes
268,2002,99,DIVISION LARONDE,LES MINES AGNICO_EAGLE,QC,NA - 07,Cyanides (ionic),Total All Media<1t,All Media,0.027,tonnes
269,2002,99,DIVISION LARONDE,LES MINES AGNICO_EAGLE,QC,NA - 08,Lead (and its compounds),Total All Media<1t,All Media,0.002,kg
270,2002,99,DIVISION LARONDE,LES MINES AGNICO_EAGLE,QC,NA - 14,Zinc (and its compounds),Total All Media<1t,All Media,0.06,tonnes
271,2002,99,DIVISION LARONDE,LES MINES AGNICO_EAGLE,QC,NA - 16,Ammonia (total),Releases to Water,Direct Discharges,13.2,tonnes
272,2002,106,DUNVEGAN SOUR GAS PLANT,DEVON CANADA CORPORATION,Alberta,108-88-3,Toluene,Total All Media<1t,All Media,0.197,tonnes
273,2002,106,DUNVEGAN SOUR GAS PLANT,DEVON CANADA CORPORATION,Alberta,110-54-3,n-Hexane,Releases to Air,Stack / Point,0.266,tonnes
274,2002,106,DUNVEGAN SOUR GAS PLANT,DEVON CANADA CORPORATION,Alberta,110-54-3,n-Hexane,Releases to Air,Storage / Handling,0.634,tonnes
275,2002,106,DUNVEGAN SOUR GAS PLANT,DEVON CANADA CORPORATION,Alberta,110-54-3,n-Hexane,Releases to Air,Fugitive,2.836,tonnes
276,2002,106,DUNVEGAN SOUR GAS PLANT,DEVON CANADA CORPORATION,PE,110-82-7,Cyclohexane,Total All Media<1t,All Media,0.369,tonnes
277,2002,106,DUNVEGAN SOUR GAS PLANT,DEVON CANADA CORPORATION,PE,11104-93-1,Nitrogen oxides (expressed as NO2),Releases to Air,Stack / Point,648.139,tonnes
278,2002,106,DUNVEGAN SOUR GAS PLANT,DEVON CANADA CORPORATION,PE,1330-20-7,Xylene (mixed isomers),Total All Media<1t,All Media,0.048,tonnes
279,2002,106,DUNVEGAN SOUR GAS PLANT,DEVON CANADA CORPORATION,PE,630-08-0,Carbon monoxide,Releases to Air,Stack / Point,56.269,tonnes
280,2002,106,DUNVEGAN SOUR GAS PLANT,DEVON CANADA CORPORATION,PE,67-56-1,Methanol,Total All Media<1t,All Media,0.412,tonnes
281,2002,106,DUNVEGAN SOUR GAS PLANT,DEVON CANADA CORPORATION,PE,71-43-2,Benzene,Total All Media<1t,All Media,0.438,tonnes
282,2002,106,DUNVEGAN SOUR GAS PLANT,DEVON CANADA CORPORATION,PE,6/4/7783,Hydrogen sulphide,Releases to Air,Stack / Point,0.068,tonnes
283,2002,106,DUNVEGAN SOUR GAS PLANT,DEVON CANADA CORPORATION,Alberta,6/4/7783,Hydrogen sulphide,Releases to Air,Fugitive,3.741,tonnes
284,2002,106,DUNVEGAN SOUR GAS PLANT,DEVON CANADA CORPORATION,Alberta,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Stack / Point,1.731,tonnes
285,2002,106,DUNVEGAN SOUR GAS PLANT,DEVON CANADA CORPORATION,Alberta,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Stack / Point,1.731,tonnes
286,2002,106,DUNVEGAN SOUR GAS PLANT,DEVON CANADA CORPORATION,Alberta,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Stack / Point,8.258,tonnes
287,2002,106,DUNVEGAN SOUR GAS PLANT,DEVON CANADA CORPORATION,Alberta,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Storage / Handling,6.054,tonnes
288,2002,106,DUNVEGAN SOUR GAS PLANT,DEVON CANADA CORPORATION,Alberta,NA - M16,Volatile Organic Compounds (VOCs),Releases to Air,Fugitive,57.264,tonnes
289,2002,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,74-90-8,Hydrogen cyanide,Total All Media<1t,All Media,0.165,tonnes
290,2002,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,7697-37-2,Nitric acid,Total All Media<1t,All Media,0.657,tonnes
291,2002,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,NA - 02,Arsenic (and its compounds),Releases to Air,Stack / Point,20.701,kg
292,2002,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,NA - 02,Arsenic (and its compounds),Releases to Air,Storage / Handling,5.165,kg
293,2002,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,NA - 02,Arsenic (and its compounds),Releases to Water,Direct Discharges,19.8,kg
294,2004,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,NA - 04,Chromium (and its compounds),Total All Media<1t,All Media,0.004,tonnes
295,2002,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,NA - 06,Copper (and its compounds),Total All Media<1t,All Media,0.05,tonnes
296,2002,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,NA - 07,Cyanides (ionic),Total All Media<1t,All Media,0.013,tonnes
297,2002,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,NA - 10,Mercury (and its compounds),Total All Media<1t,All Media,0.142,kg
298,2002,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,NA - 11,Nickel (and its compounds),Total All Media<1t,All Media,0.078,tonnes
299,2002,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,NA - 14,Zinc (and its compounds),Total All Media<1t,All Media,0.028,tonnes
300,2002,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,NA - 16,Ammonia (total),Releases to Air,Storage / Handling,6.5,tonnes
301,2002,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,NA - 16,Ammonia (total),Releases to Water,Direct Discharges,11.27,tonnes
302,2002,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,NA - 17,Nitrate ion in solution at pH >= 6.0,Releases to Water,Direct Discharges,6.61,tonnes
303,2002,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Storage / Handling,14.009,tonnes
304,2002,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,NA - M09,PM10 - Particulate Matter <= 10 Microns,Releases to Air,Road dust,4.537,tonnes
305,2002,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Storage / Handling,7.004,tonnes
306,2002,108,HOLT MCDERMOTT,BARRICK GOLD CORPORATION,ONTARIO,NA - M10,PM2.5 - Particulate Matter <= 2.5 Microns,Releases to Air,Road dust,0.696,tonnes
307,2002,111,150 SIGNET MANUFACTURING SITE,APOTEX INC.,ONTARIO,67-56-1,Methanol,Releases to Air,Other Non-Point,27,tonnes
308,2002,116,USINE RUE  CANADIEN,PROGRESS PLASTIQUES  CIE,QC,100-42-5,Styrene,Total All Media<1t,All Media,0.5,tonnes
309,2002,116,USINE RUE  CANADIEN,PROGRESS PLASTIQUES  CIE,QC,67-56-1,Methanol,Total All Media<1t,All Media,0.1,tonnes
310,2002,116,USINE RUE  CANADIEN,PROGRESS PLASTIQUES  CIE,QC,80-62-6,Methyl methacrylate,Total All Media<1t,All Media,0.15,tonnes
311,2002,117,ARVINMERITOR RIDE CONTROL PRODUCTS,ARVINMERITOR,ONTARIO,1330-20-7,Xylene (mixed isomers),Total All Media<1t,All Media,0.537,tonnes
312,2002,117,ARVINMERITOR RIDE CONTROL PRODUCTS,ARVINMERITOR,ONTARIO,7440-62-2,Vanadium (except when in an alloy) and its compounds,Total All Media<1t,All Media,0,tonnes
313,2002,117,ARVINMERITOR RIDE CONTROL PRODUCTS,ARVINMERITOR,ONTARIO,NA - 03,Cadmium (and its compounds),Total All Media<1t,All Media,0.055,kg
314,2002,117,ARVINMERITOR RIDE CONTROL PRODUCTS,ARVINMERITOR,ONTARIO,NA - 04,Chromium (and its compounds),Total All Media<1t,All Media,0.293,tonnes
315,2002,117,ARVINMERITOR RIDE CONTROL PRODUCTS,ARVINMERITOR,ONTARIO,NA - 05,Cobalt (and its compounds),Total All Media<1t,All Media,0,tonnes
316,2002,117,ARVINMERITOR RIDE CONTROL PRODUCTS,ARVINMERITOR,ONTARIO,NA - 06,Copper (and its compounds),Total All Media<1t,All Media,0,tonnes
317,2002,117,ARVINMERITOR RIDE CONTROL PRODUCTS,ARVINMERITOR,ONTARIO,NA - 08,Lead (and its compounds),Total All Media<1t,All Media,0.4,kg
318,2002,117,ARVINMERITOR RIDE CONTROL PRODUCTS,ARVINMERITOR,ONTARIO,NA - 09,Manganese (and its compounds),Total All Media<1t,All Media,0.008,tonnes
319,2002,117,ARVINMERITOR RIDE CONTROL PRODUCTS,ARVINMERITOR,ONTARIO,NA - 11,Nickel (and its compounds),Total All Media<1t,All Media,0.037,tonnes
320,2002,117,ARVINMERITOR RIDE CONTROL PRODUCTS,ARVINMERITOR,ONTARIO,NA - 14,Zinc (and its compounds),Total All Media<1t,All Media,0.001,tonnes
321,2002,117,ARVINMERITOR RIDE CONTROL PRODUCTS,ARVINMERITOR,ONTARIO,NA - 19,Hexavalent chromium (and its compounds),Releases to Air,Stack / Point,9.98,kg
322,2002,120,CASTING SOLUTIONS,ASHLAND CANADA CORP.,ONTARIO,100-42-5,Styrene,Releases to Air,Stack / Point,0.411,tonnes
323,2002,120,CASTING SOLUTIONS,ASHLAND CANADA CORP.,ONTARIO,100-42-5,Styrene,Releases to Air,Storage / Handling,0.901,tonnes
324,2002,120,CASTING SOLUTIONS,ASHLAND CANADA CORP.,ONTARIO,100-42-5,Styrene,Releases to Air,Fugitive,0.488,tonnes
325,2002,120,CASTING SOLUTIONS,ASHLAND CANADA CORP.,ONTARIO,100-42-5,Styrene,Releases to Air,Spills,0,tonnes
326,2002,120,CASTING SOLUTIONS,ASHLAND CANADA CORP.,ONTARIO,101-68-8,Methylenebis(phenylisocyanate),Total All Media<1t,All Media,0.01,tonnes
327,2002,120,CASTING SOLUTIONS,ASHLAND CANADA CORP.,ONTARIO,103-23-1,Bis(2-ethylhexyl) adipate,Total All Media<1t,All Media,0.032,tonnes
328,2002,120,CASTING SOLUTIONS,ASHLAND CANADA CORP.,ONTARIO,107-21-1,Ethylene glycol,Total All Media<1t,All Media,0.002,tonnes
329,2002,120,CASTING SOLUTIONS,ASHLAND CANADA CORP.,ONTARIO,108-31-6,Maleic anhydride,Total All Media<1t,All Media,0.086,tonnes
330,2002,120,CASTING SOLUTIONS,ASHLAND CANADA CORP.,ONTARIO,108-88-3,Toluene,Total All Media<1t,All Media,0.018,tonnes
331,2002,120,CASTING SOLUTIONS,ASHLAND CANADA CORP.,ONTARIO,108-95-2,Phenol (and its salts),Total All Media<1t,All Media,0.055,tonnes
332,2002,120,CASTING SOLUTIONS,ASHLAND CANADA CORP.,ONTARIO,1319-77-3,Cresol (mixed isomers and their salts),Total All Media<1t,All Media,0.002,tonnes
333,2008,120,CASTING SOLUTIONS,ASHLAND CANADA CORP.,ONTARIO,1330-20-7,Xylene (mixed isomers),Total All Media<1t,All Media,0.259,tonnes
334,2008,120,CASTING SOLUTIONS,ASHLAND CANADA CORP.,ONTARIO,26471-62-5,Toluenediisocyanate (mixed isomers),Total All Media<1t,All Media,0.003,tonnes
335,2008,120,CASTING SOLUTIONS,ASHLAND CANADA CORP.,ONTARIO,67-56-1,Methanol,Total All Media<1t,All Media,0.048,tonnes
336,2008,120,CASTING SOLUTIONS,ASHLAND CANADA CORP.,ONTARIO,67-63-0,Isopropyl alcohol,Total All Media<1t,All Media,0.163,tonnes
337,2008,120,CASTING SOLUTIONS,ASHLAND CANADA CORP.,ONTARIO,71-36-3,n-Butyl alcohol,Total All Media<1t,All Media,0.005,tonnes
338,2008,120,CASTING SOLUTIONS,ASHLAND CANADA CORP.,ONTARIO,77-73-6,Dicyclopentadiene,Total All Media<1t,All Media,0.013,tonnes
